"pitch_speed_mph","max_shoulder_internal_rotational_velo","max_torso_rotational_velo","max_shoulder_external_rotation","shoulder_horizontal_abduction_fp","pelvis_anterior_tilt_fp","max_cog_velo_x","glove_shoulder_external_rotation_fp","torso_lateral_tilt_br","lead_knee_extension_from_fp_to_br","stride_angle","max_shoulder_horizontal_abduction","shoulder_generation_fp_br","elbow_absorption_fp_br","lead_knee_transfer_fp_br","rear_hip_generation_pkh_fp"
80,3937.144,879.0901,175.5093,59.4808,8.1791,3.128,6.4585,22.8442,1.6853,6.7711,59.9458,28.5927,33.8962,46.3003,87.6668
79.8,3994.4139,889.5147,177.5316,57.9123,7.5629,3.1482,3.179,21.6608,5.0177,8.6893,58.6407,26.2427,33.987,43.461,90.4731
84.2,4301.4044,1060.7607,153.5178,49.0517,2.2933,3.2937,-43.7197,21.4458,1.3387,-0.2852,50.3724,34.107,55.7421,27.6558,72.1752
84.4,4350.7039,1047.3998,155.5062,50.1085,2.495,3.256,-43.643,21.3489,-5.7371,-2.03,51.587,31.0356,57.5903,18.1638,76.5347
83.5,4257.9705,1029.2647,152.0976,53.2155,3.3331,3.3301,-51.0606,20.6455,6.3273,0.1101,53.5919,27.5167,53.1394,29.5068,85.7219
83.8,4337.2556,1050.8298,155.4616,50.8564,2.5605,3.3113,-48.326,21.7093,4.5926,-0.9621,51.2237,29.5616,52.311,40.4887,76.1618
84.3,4222.856,1084.7454,158.8112,49.5446,1.2305,3.2937,-43.0867,21.6771,3.1051,-1.9759,51.3873,33.6349,55.039,38.0356,70.7379
79.2,4354.2333,892.8306,166.276,40.6859,6.9453,2.911,-24.3736,19.4029,-1.9502,-5.9858,46.3356,8.4579,37.5517,29.0993,159.1927
79.7,4125.7486,912.971,166.7454,46.8256,6.3957,2.8558,-37.1933,19.2049,-6.4561,-9.6334,47.029,12.7308,43.7641,23.9112,152.5004
79.7,4248.4413,908.9085,164.8812,42.2861,6.809,2.911,-40.0789,16.8302,-0.7115,-7.1501,44.346,10.6937,49.324,23.9121,161.8435
79.4,4331.1571,960.9768,166.7919,38.1569,7.6164,2.9838,-25.0719,20.5395,-3.0789,-7.556,42.9061,4.4245,37.6477,33.1992,170.8512
79.8,4844.7,1009.5098,150.2214,39.0919,5.6307,2.6738,-45.7157,15.9442,0.2954,-2.7315,39.6436,20.0669,38.8245,15.2512,134.5726
79.1,4808.6165,1008.9438,150.4431,37.14,5.2692,2.7291,-45.3109,18.6382,2.5262,-4.718,40.8873,17.7133,39.6608,21.3559,157.9645
79.4,4932.2565,1011.153,152.4615,38.9496,3.3125,2.7479,-45.2856,19.4269,1.325,-4.6124,39.3285,13.687,31.5668,16.1642,154.6043
79.1,4880.6859,989.6901,153.5522,38.4845,3.4432,2.7102,-47.1271,20.3656,2.4108,-3.8132,40.1042,16.3202,39.5044,27.018,147.6785
79.3,4950.7567,994.3685,151.4551,37.8028,2.1338,2.7291,-44.0691,18.9606,3.3888,-3.9127,39.4626,18.4961,44.0568,21.0373,153.7711
75.8,4479.3124,1049.6915,170.0122,-6.5292,0.9955,2.4932,-66.3677,19.8973,40.6245,2.1782,24.5404,19.4076,44.0546,90.4634,45.1199
76.4,4513.7459,1074.9997,168.5546,-5.7608,-1.1182,2.6011,-65.5304,21.6745,39.0615,3.1238,22.7406,22.6976,50.1774,91.3867,60.1446
74.9,4632.6719,1096.0412,172.5139,-4.3524,-3.5319,2.6752,-70.0111,23.1212,43.437,4.5106,22.2491,20.5309,59.8826,90.8236,69.734
75.1,4662.4474,1068.0115,169.4314,-3.1728,-2.1844,2.6011,-69.1493,22.7122,41.1081,1.7698,23.1592,18.1832,41.7258,91.7494,65.0506
74.9,4229.5703,1071.2733,168.5174,-3.0479,-4.1651,2.5647,-68.8017,22.1677,42.3193,3.3445,22.6018,20.2716,49.301,94.3578,77.7318
80.5,4416.1958,1073.851,184.3862,64.4868,-10.4175,3.1293,-40.2156,12.801,31.1189,1.1687,67.9985,1.7365,33.8272,50.0066,30.775
79.8,4536.974,1062.2459,188.2746,69.3633,-8.8945,3.1846,-41.5153,14.1444,24.3745,3.6169,71.1184,1.3904,31.6565,49.0015,88.7151
81,4428.8681,1052.0874,185.1408,67.6851,-7.3935,3.2574,-38.531,15.5467,24.5895,2.2752,68.0137,5.6998,38.8165,46.1537,90.4521
79.9,4700.2825,1058.583,188.2354,63.8383,-9.7948,3.2574,-41.0621,11.7497,24.1372,4.0808,66.6876,5.8811,33.9087,45.2911,84.0972
79.3,4613.3218,1020.5324,185.5782,71.2914,-12.2887,3.2574,-42.5591,19.0816,8.9637,2.0661,72.0824,3.7743,29.7381,29.701,93.0827
91.1,4751.1717,978.3064,175.7709,49.4535,9.7237,3.2937,-35.5566,14.2426,12.3437,-1.9478,52.2308,43.5856,76.9694,61.3885,30.3707
90.7,4659.2573,976.2037,178.3489,50.5788,6.8164,3.3113,-29.2068,13.5526,11.9046,-0.3478,50.5788,38.5037,82.6736,75.0788,127.909
89.6,4839.4391,963.9791,176.5604,48.3711,7.4489,3.4204,-25.9336,12.8965,8.8898,1.7304,48.383,41.4389,85.9868,85.4343,97.8864
89.6,4758.1131,957.9308,175.772,47.1422,11.1265,3.3841,-37.8814,15.5491,7.4506,-0.8883,51.3293,40.9331,78.0002,74.9269,123.0862
89.6,4826.6077,986.7507,176.737,48.4739,10.3805,3.3841,-38.0045,11.8702,7.022,-0.3016,51.8526,49.6046,88.0631,84.9115,135.9261
86.7,4316.3969,955.8972,168.459,43.6116,10.4008,2.783,-11.3985,25.6736,1.6294,2.8303,45.8902,76.8473,65.2755,63.4119,158.4986
85.8,4327.0057,929.5827,171.8634,47.953,11.1624,2.8746,-10.9435,25.9532,2.2344,5.7898,49.8083,80.9321,72.4616,84.0111,149.7761
86.3,4433.3463,938.8508,172.5894,48.3328,10.9624,2.8382,-15.9462,27.1871,3.8496,4.2105,49.9538,79.6891,66.6035,82.6399,154.2252
85.8,4317.1934,973.0834,171.6065,47.7445,9.7525,2.911,-18.2127,27.3413,6.0954,5.4052,48.4661,69.4601,70.057,104.3688,160.9883
85.8,4269.0275,959.0355,170.9315,49.0207,10.6624,2.8571,-15.5666,27.0726,1.6436,5.6474,49.4629,84.7901,69.9662,79.1658,169.0161
85.5,4476.9274,1108.9652,180.389,47.5814,10.2726,3.1293,-48.2721,-1.9199,45.3636,5.1006,54.3431,33.8996,51.0882,70.7109,111.924
85.9,4524.6851,1134.2527,181.3012,51.7729,10.5359,3.1293,-56.4032,-0.8661,41.726,3.9198,55.9439,28.2767,43.5603,64.4024,115.2586
85.2,4622.3179,1122.9154,178.7821,48.7099,7.9726,3.1105,-52.4667,-4.1313,44.9825,3.2954,55.1851,33.7243,54.987,68.9168,121.6616
85.8,4625.5494,1127.1505,182.045,53.168,11.7459,3.1657,-54.2415,-1.5398,35.5534,5.959,55.9443,34.8886,53.7665,64.2463,114.783
85.4,4569.1288,1179.3539,182.6002,52.0557,13.6423,3.1846,-61.7429,-5.9325,55.1861,6.1965,54.7705,33.3036,61.7535,61.6438,131.2458
82.1,4930.0955,1069.6692,171.2603,19.0426,4.1213,3.0754,-5.3705,4.1158,31.9719,0.9174,30.4441,15.83,30.1142,45.3977,145.4005
82.3,5014.0788,1080.0811,172.2012,19.6437,2.8459,3.1469,-2.7568,3.1119,19.4164,0.4967,30.2107,14.8097,29.2656,36.3101,147.3414
81.9,4830.4233,1093.1308,168.7848,11.4517,3.1499,3.1644,-8.7631,4.2901,32.1784,-0.2894,29.1963,18.8466,31.4694,44.9044,158.4818
81.5,4841.2252,1070.8621,171.4894,16.8678,4.5788,3.256,-3.9472,2.4738,24.2813,1.8454,30.4184,16.5771,24.3517,29.9139,168.4763
86.9,4705.7906,1076.4043,159.2278,63.1595,3.8667,2.5283,-32.7743,27.8492,19.4985,-9.7119,64.639,27.9247,60.4112,23.1962,144.0217
85.8,4666.7612,1028.9443,160.0375,61.0491,4.4218,2.4744,-32.8649,28.1457,14.4696,-4.116,62.6802,24.8327,60.1593,30.9756,134.3722
86.3,4631.9232,1006.6751,161.6376,65.5232,3.5953,2.5283,-35.6577,27.1339,19.0788,-4.8887,65.5577,30.4827,59.6185,34.998,135.6551
85.3,4600.4676,977.5913,159.4257,65.6569,2.1005,2.6199,-35.8125,28.2104,16.0604,-5.6235,65.7251,30.6936,59.7711,30.9285,150.2864
86.2,4577.3362,950.2445,162.7735,64.6707,5.7292,2.8207,-33.8011,26.7723,8.4392,-1.3545,64.8938,31.1375,55.5406,21.6659,145.6782
82.4,4184.9248,983.4321,168.1457,51.3069,2.9692,3.1469,-30.2441,12.2849,7.7754,2.6944,51.7635,26.2384,54.7534,44.3436,134.9073
83.8,4250.8561,983.5942,166.9678,50.1573,6.9267,3.1657,-29.945,12.6792,8.7861,4.1445,51.1845,24.9937,45.4454,51.6664,145.6152
82.8,4252.6757,990.8466,168.8758,52.8222,3.4772,3.1657,-28.3048,12.1669,6.4293,3.6483,54.3892,25.6511,51.8745,32.8285,114.251
82.8,4256.8487,1008.6447,169.1512,50.731,2.841,3.1657,-28.5044,14.3671,11.6481,4.8681,50.7692,21.3503,48.6636,51.6324,155.2893
72.6,4850.6366,905.9485,163.8245,18.3553,-4.9498,2.9663,30.5777,33.4683,-10.2608,5.4014,18.4959,5.3247,17.014,13.1974,77.3952
73.5,4741.9919,891.2704,163.5543,12.5212,-6.8142,3.0013,30.6746,34.9138,-17.7127,11.1015,15.7509,7.3621,17.5913,1.8757,51.6624
73.1,4713.026,946.2164,159.3317,18.151,-6.7008,3.0566,11.4615,34.2065,-9.6888,4.4671,18.3747,6.2353,13.3124,16.7233,70.0891
72.9,4815.1804,877.5712,165.281,17.5029,-6.9956,3.0202,29.0192,34.3045,-6.8453,7.2316,19.7627,6.9211,18.8443,10.2195,9.1948
73.3,4677.0546,905.3917,162.4396,18.199,-8.5801,3.0013,23.5354,37.5941,-2.4658,4.3931,18.202,5.2368,16.6618,19.5428,63.3058
90.9,4442.1594,1037.0522,173.9064,59.8349,3.6284,3.1657,-19.8698,16.9968,-3.5503,4.4127,61.5931,27.5017,67.5501,36.1706,128.0021
91.5,4392.4557,1030.3939,176.6205,59.5013,3.2689,3.1833,-21.3016,17.0554,1.6043,2.3408,63.3385,35.9252,67.2942,40.8746,120.9705
90.8,4172.9974,1034.801,173.8363,56.2051,5.1495,3.1293,-22.9164,14.8434,2.5308,6.145,61.6611,25.2631,62.8864,41.2354,127.4895
90.8,4191.056,1041.7498,173.9812,56.0124,3.8746,3.2021,-30.5207,16.7243,-3.6118,4.2929,63.5297,24.1587,62.5336,36.846,126.9245
91.4,4353.9012,1047.8475,178.3831,55.9331,4.2085,3.1118,-32.2324,17.0094,1.7958,4.7395,59.367,28.4097,66.5641,46.5789,120.1843
89,4803.3272,1383.2367,177.171,43.9552,2.5612,2.2749,-56.5115,22.7853,31.8909,-2.1076,52.4431,30.6652,62.7722,54.2286,155.0965
88.6,4760.7427,1356.2507,176.4108,45.2241,3.6237,2.3288,-60.0137,21.6476,28.5055,-3.9993,52.9912,34.3851,66.0224,81.1575,157.3492
87.8,4895.1184,1362.7773,176.5274,42.9843,2.0437,2.2736,-55.7569,23.496,29.3548,-5.5099,51.1037,29.4206,57.7454,82.5233,144.8505
89.5,4762.8221,1357.1268,176.5329,45.2482,2.9728,2.3113,-59.678,22.8084,26.8508,-2.8082,53.1224,29.8616,62.928,74.8735,151.2166
87.5,4771.364,1046.7674,178.3263,36.4015,18.3422,3.5471,-53.1072,11.4974,5.294,6.494,36.7993,27.3494,60.7839,38.3977,87.6703
87.4,4881.5422,1048.7064,176.3369,37.714,19.8727,3.5108,-52.9332,7.6299,2.8964,6.4483,38.0004,20.4576,55.4945,45.3496,85.0585
87.6,4795.3034,1059.657,179.4901,34.7628,19.4701,3.5485,-54.1969,9.4179,5.7063,6.0726,34.7628,28.4805,65.4114,46.3299,85.5689
88.9,4907.2881,1069.9782,178.9164,33.9745,17.5811,3.5835,-48.3827,10.5563,2,6.3398,34.1758,25.3059,65.0563,30.9074,95.6723
87.8,4808.7003,1066.5811,180.0941,36.7925,19.1383,3.5485,-50.1651,11.4805,5.9093,4.9702,37.0207,24.6031,61.9977,49.9183,96.4863
85.9,4522.0197,1007.2724,185.3206,67.7131,4.4137,3.0202,-35.397,19.2634,23.6735,-1.413,68.7922,55.5258,50.375,56.8865,139.9016
86,4686.6313,1021.94,185.3634,63.1573,5.9942,2.9474,-30.0241,18.4687,18.6769,-1.4656,69.6349,54.3321,47.7668,42.062,134.885
85.8,4680.5558,1030.911,186.1605,65.7349,5.2322,3.0202,-29.9074,19.6618,22.4944,-1.7471,70.8645,54.6127,48.7934,48.6878,149.197
85.1,4543.141,1029.9286,185.263,69.7315,4.9994,3.0013,-36.0143,19.8126,23.2137,-3.4426,70.7206,51.2609,50.9878,53.4038,154.041
85.1,4510.2817,996.4586,184.5613,64.5239,4.8381,2.911,-29.4257,17.3057,22.5247,-3.9995,69.6088,53.0359,47.0334,49.6553,128.6634
87.8,4333.7918,938.8637,191.5387,35.9202,15.1889,2.9285,-13.2168,19.4691,12.2122,3.5482,42.28,49.3636,22.3812,49.8201,122.4557
84.9,4328.0161,908.6419,188.7312,36.2343,13.4593,2.9474,-10.226,20.0005,11.0996,2.0207,41.1235,44.8979,22.2758,47.9902,122.496
84.1,4278.0398,966.8541,189.2595,36.3042,11.8938,2.9474,-10.6252,18.6326,13.6577,4.0615,40.3674,51.8822,27.4218,60.5051,115.7271
83.4,4205.8642,905.7531,188.2508,32.7206,15.16,2.9474,-7.4306,17.3037,10.2107,4.3027,41.1277,44.4484,26.3064,47.736,110.6715
79.5,4279.1341,868.6483,166.1907,63.4243,9.4047,3.0202,4.4293,1.9263,1.7327,7.8931,63.4243,90.9593,68.0464,47.9732,144.5526
79.8,4307.976,869.7557,167.0909,62.6507,9.9183,3.0026,5.7151,2.9433,8.4367,9.5093,62.8797,91.0702,71.3562,58.7672,198.8741
78.4,4282.7878,881.1464,171.4975,61.8591,8.402,3.0202,2.7662,1.9481,1.3516,5.7203,62.6732,110.68,79.8723,41.1816,150.2295
78.6,4322.5178,891.8455,163.8937,63.1925,9.6801,2.9838,7.7164,-0.3744,1.4293,9.1102,63.6312,100.9845,81.0288,52.3386,158.8788
79.4,4704.5375,877.8757,171.381,64.3201,10.6467,2.9838,0.3569,1.6838,8.209,5.9447,64.3201,94.1975,66.1158,67.3325,169.8773
87.3,3949.4295,1168.7431,161.2508,37.2466,20.5018,3.256,-54.5134,5.0195,17.3103,11.2119,53.2485,27.7672,74.3337,71.8266,193.8536
87.2,4214.7333,1193.7248,162.1261,38.2334,20.486,3.2749,-63.5501,4.338,11.9297,12.9521,52.0245,51.0782,116.597,58.6776,204.9017
86.9,4204.8145,1120.4393,160.8499,41.5112,21.0432,3.2937,-48.5534,-1.7682,12.917,13.3011,54.2815,34.4776,75.8125,52.2375,191.4262
87.9,4275.9402,1121.2745,158.0667,38.3245,21.2739,3.256,-53.1939,-2.3424,12.1275,9.917,56.9152,49.3956,93.2994,62.0562,205.1469
87.9,4229.3048,1153.0416,165.2621,31.8185,19.4878,3.3301,-51.3612,0.2198,13.8412,11.4233,44.9148,38.3632,80.7314,61.5565,246.7246
88,4309.4235,983.9781,169.4105,48.1087,12.2012,3.0013,-8.9825,2.3023,18.8367,12.2037,54.5143,48.9747,71.0465,53.9731,213.7298
87.8,4357.4359,965.5013,169.3067,50.1307,12.5727,3.1482,-12.8514,0.5219,17.1263,12.303,53.403,40.3576,67.627,57.7861,216.758
88.4,4422.0329,992.8963,174.0463,46.3321,13.7452,3.1118,-14.0027,-3.3417,21.0739,10.6528,50.4661,40.6773,65.9106,52.0714,195.357
88.3,4367.0894,1011.6303,171.7352,50.1227,13.4686,3.1118,-10.6773,-3.3211,22.0217,11.0833,52.0477,39.7562,72.6158,60.0668,220.3689
87.6,4430.7156,1009.7088,171.2732,49.8671,13.6952,3.1671,-10.4744,-1.8052,17.5114,11.1344,52.5107,34.2436,60.9314,56.0864,201.8535
78.8,4525.9949,1092.2386,166.2838,16.7929,8.7407,2.4744,-51.0455,18.6524,-0.3375,6.2048,24.8003,30.0956,42.332,15.9141,107.106
79.1,4493.1723,1134.5363,167.1978,17.3636,10.1013,2.5647,-48.8197,18.0679,2.3189,4.8858,29.4736,31.1387,38.4617,36.743,119.9927
79.6,4601.6567,1123.2552,166.4385,15.115,10.4011,2.5283,-53.31,17.2171,2.9382,8.2304,24.494,29.7528,45.0541,32.3511,114.8025
78.8,4644.2263,1119.5678,168.8052,19.063,9.6275,2.5283,-49.148,19.9129,0.075,5.1584,30.0572,29.2902,42.9557,33.2318,114.1705
79.4,4675.8476,1139.1813,167.3831,11.3803,9.1697,2.4555,-53.4583,20.2496,3.221,7.2351,20.5238,28.1682,40.6084,25.6639,119.0954
93.5,5074.7717,1181.6125,169.5324,55.2433,4.476,2.6563,-47.296,10.8016,21.2449,-6.5095,55.3625,9.6665,41.1255,68.811,128.3139
93,5063.9343,1224.4465,170.326,55.194,5.3441,2.7655,-48.041,10.1789,30.4064,-6.7795,55.194,12.4868,37.5445,71.007,144.7927
94.2,5234.5552,1267.1868,171.2874,52.5041,4.8924,2.6927,-47.6073,10.3505,33.5692,-5.964,52.6167,7.6267,31.1268,67.9126,150.9288
94.4,5192.6458,1322.9304,170.5148,51.4811,3.3147,2.6752,-45.5332,12.7593,26.6538,-6.5925,52.2411,9.6212,19.9261,71.6796,137.4141
94,5223.559,1304.4827,172.7733,55.702,3.3851,2.6011,-47.399,12.618,25.2702,-5.5176,55.7113,11.5201,30.551,68.3075,133.86
89.1,4560.6583,1008.9559,166.7136,38.0777,11.6265,2.7655,-33.7573,14.8673,32.7562,-0.7301,39.8245,13.2683,62.7194,16.2969,40.6871
90.4,4649.3092,1022.508,167.4121,40.2921,11.7636,2.783,-32.8727,13.5671,37.5589,1.0443,41.7964,16.2614,59.0455,15.5362,51.0558
89.8,4657.0209,1026.0634,167.0481,39.8144,13.3548,2.8382,-34.3134,12.243,35.9182,1.1335,40.8639,15.4013,63.3442,13.4532,46.3683
90.3,4608.201,1020.5934,167.0126,39.4443,12.212,2.8558,-33.9719,12.8823,34.917,0.1268,39.7291,18.089,60.964,13.7531,9.1948
89.3,4642.2637,985.638,167.2232,41.4472,13.2335,2.9474,-34.1569,12.9803,33.041,0.6968,42.209,12.0364,43.8569,24.2912,122.0466
82.5,4840.1084,1012.0535,182.5645,39.8963,-2.4679,2.911,-41.0771,2.8512,5.5672,4.6378,42.2452,24.222,53.4951,36.1097,89.8196
82.6,4924.3223,951.6221,182.2818,42.7724,-3.9791,2.8207,-39.2876,2.0229,11.0419,4.7369,42.9383,21.7392,57.7053,41.3932,115.7271
84,4812.6796,985.4787,184.0617,39.4259,-3.2291,2.8746,-38.5826,2.2603,12.7772,5.452,46.9252,20.7481,57.0978,26.9639,121.6616
82.6,4847.2724,954.6934,183.6061,41.4477,-4.2693,2.8922,-36.3265,2.787,10.7373,5.4269,45.0097,23.2349,54.7165,46.3003,136.5925
82.6,4991.7229,953.1706,184.1284,42.8539,-4.157,2.8571,-34.339,1.9664,14.6243,5.4145,43.2339,20.9841,53.3113,43.0757,170.9509
78.9,4250.3573,1062.1852,151.2197,25.1264,8.2148,2.9838,-25.7413,22.1203,-3.1161,9.2095,25.1264,26.3527,33.6876,16.7233,65.0506
76.4,4292.0506,1088.3251,152.0982,24.8161,5.2595,2.911,-38.6144,19.6925,-8.7077,11.2823,24.9359,20.9415,27.8752,10.2195,40.6871
76.9,4329.4107,1066.0099,152.8674,28.3068,5.3341,3.0741,-39.6758,23.0779,-11.8726,10.033,28.7485,20.858,27.7205,10.2195,3.9293
76.3,4375.7982,1094.068,152.6669,24.6459,5.7507,2.9474,-38.9215,18.7428,-3.9867,10.5736,24.8156,18.2968,25.6738,20.9537,76.7612
76.3,4460.3055,1111.5024,152.9557,23.4763,5.3211,2.9474,-36.219,21.4528,-8.4676,10.6105,23.9714,19.9187,26.8255,8.2086,30.363
83.4,5060.5474,1129.2534,165.8547,28.6732,-5.9804,3.093,-40.8143,22.8005,18.0223,7.4984,29.1612,63.4857,54.9027,23.5606,64.4412
84.1,5040.3748,1130.7085,167.3556,27.7581,-4.1117,3.1293,-39.3136,25.4266,21.0014,4.9995,28.5555,60.0847,56.4692,39.7735,62.1031
83.4,4972.294,1111.9277,167.2259,26.8161,-7.3522,3.1833,-41.075,30.5574,7.2242,4.3987,26.9225,57.9944,59.908,22.8232,44.6697
82.9,4944.2965,1080.8685,166.1618,30.296,-10.4011,3.1482,-44.6281,22.9781,13.5029,6.4563,30.3179,61.3959,57.2665,22.8893,63.9685
86.8,5087.7315,1174.7209,166.3264,51.3308,-3.9846,3.0202,-61.4692,23.4047,18.8771,3.2552,51.4283,14.6576,47.4382,55.3094,29.3453
87.8,5134.9633,1194.8525,168.5222,52.8306,-3.4068,3.039,-58.5835,22.68,13.4835,3.4288,53.1979,14.319,37.0187,53.5749,32.8868
87.1,5152.8659,1203.0265,167.1665,50.0781,-1.5991,3.0566,-51.528,20.5353,15.2703,-4.246,52.7406,7.3886,39.0223,33.7251,160.4523
86.8,5110.7675,1212.151,168.5958,51.7139,-1.3252,2.9649,-59.6707,20.5258,19.1439,-6.2657,53.0532,8.1651,29.9867,35.8408,166.177
86.9,5099.7138,1204.654,171.0492,50.1788,-2.9188,3.1657,-58.5532,24.5772,13.8384,-3.3124,52.59,7.0024,40.9758,29.9359,171.8507
92.1,4435.61,1010.0883,163.3374,24.4073,15.0771,3.3288,-40.006,15.5465,-1.6463,6.332,32.7314,41.8402,49.5659,30.9771,192.2442
93.1,4391.7643,1003.7883,161.2673,23.8029,14.8184,3.3841,-41.18,18.4586,-3.4423,5.4783,34.1395,36.6982,41.9207,41.3932,223.723
92.8,4473.0989,1024.8939,165.101,26.8907,16.9923,3.3477,-39.6212,18.3144,-1.3529,4.2346,37.0221,37.6994,48.9181,42.9145,189.6568
92.6,4486.1441,999.4911,167.8901,29.8015,15.1355,3.4393,-35.2464,17.1133,-4.3207,7.4776,36.7418,45.4615,48.8577,29.2887,220.749
92.1,4466.0336,977.4312,162.8514,25.4157,13.9606,3.4029,-39.0313,17.8835,-0.5913,8.7425,36.0653,41.0969,55.6516,40.237,225.2029
85.7,4518.3814,1067.2712,159.9559,41.5977,-2.2052,3.3477,-39.2299,18.4512,8.5399,5.7081,45.1696,39.9325,58.4488,41.0073,154.7935
86.6,4620.5015,1065.0489,163.2782,41.4499,-3.6948,3.2749,-45.0977,19.0671,19.2957,2.7514,44.8208,39.8916,58.8727,68.9047,162.5195
